id,kategori,ozellikler,instruction,input,expected_output,metindeki_etiketler,maskelenecek_etiketler,pred,dogru,schema_neutral,out_of_schema_tag
370,beyaz_liste,duz,"Sadece müşteri numarası için maskeleme yap, gerisi olduğu gibi kalsın.",hesap hareketlerimi umut_zorlu@outlook.com adresine gönderin müşteri no MU8342560,hesap hareketlerimi umut_zorlu@outlook.com adresine gönderin müşteri no [MUSTERI_NO],[EMAIL] [MUSTERI_NO],[MUSTERI_NO],hesap hareketlerimi umut_zorlu@outlook.com adresine gönderin müşteri no [MUSTERI_NO],True,True,False
371,beyaz_liste,sozle,Kapsam yalnızca sözleşme numarası; diğer kişisel veriler bu sefer açık kalacak.,sözleşme feshi talep ediyorum sözleşme no 2023/2404-B tc sıfır bir sıfır dokuz dört üç yedi dokuz dokuz bir,sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc sıfır bir sıfır dokuz dört üç yedi dokuz dokuz bir,[SOZLESME_NO] [TCKN],[SOZLESME_NO],sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc sıfır bir sıfır dokuz dört üç yedi dokuz dokuz bir,True,True,False
372,beyaz_liste,kayit,Yalnız MAC adresi gizlenecek; başka hiçbir şey değişmeyecek.,"çağrı merkezi notu: pasaport no U97660697, cvv 966, motor no O89R581060, din hanesi Musevi, cihaz id W63J-ZMO2-S4QT, maaşı 93.500 TL maaş, mac BA:0B:C1:23:3E:4F, aile durumu eşi vefat etmiş","çağrı merkezi notu: pasaport no U97660697, cvv 966, motor no O89R581060, din hanesi Musevi, cihaz id W63J-ZMO2-S4QT, maaşı 93.500 TL maaş, mac [MAC_ADRES], aile durumu eşi vefat etmiş",[AILE] [CIHAZ_ID] [CVV] [DIN] [MAAS] [MAC_ADRES] [MOTOR_NO] [PASAPORT_NO],[MAC_ADRES],"çağrı merkezi notu: pasaport no U97660697, cvv 966, motor no O89R581060, din hanesi Musevi, cihaz id W63J-ZMO2-S4QT, maaşı 93.500 TL maaş, mac [MAC_ADRES], aile durumu eşi vefat etmiş",True,True,False
373,beyaz_liste,"kayit,caps","imza verisi alanını etiketle, kalan her şeyi aynen bırak.","SİSTEME GİRİLECEK KAYIT: İMZA KAYDI E-İMZA SERTİFİKA SERİ NO 4884587800, UYRUĞU BULGARİSTAN, KONUM 40.9798, 36.4428, KÖKEN BİLGİSİ ERMENİ, BABA ADI DENİZ, ADLİ KAYDI KABAHAT KAYDI MEVCUT","SİSTEME GİRİLECEK KAYIT: İMZA KAYDI [IMZA], UYRUĞU BULGARİSTAN, KONUM 40.9798, 36.4428, KÖKEN BİLGİSİ ERMENİ, BABA ADI DENİZ, ADLİ KAYDI KABAHAT KAYDI MEVCUT",[BABA_ADI] [CEZA_KAYDI] [ETNIK_KOKEN] [IMZA] [KONUM] [UYRUK],[IMZA],"SİSTEME GİRİLECEK KAYIT: İMZA KAYDI E-İMZA SERTİFİKA SERİ NO 4884587800, UYRUĞU BULGARİSTAN, KONUM [KONUM], KÖKEN BİLGİSİ [ETNIK_KOKEN], BABA ADI [BABA_ADI], ADLİ KAYDI KABAHAT KAYDI MEVCUT",False,True,False
374,beyaz_liste,uzun,"Sadece [KART] için maskeleme yap, gerisi olduğu gibi kalsın.",internetten yaptığım ödeme görünmüyor kart no kırk iki yetmiş sekiz doksan üç sıfır sıfır on dört kırk dokuz yirmi beş seksen altı skt 12/30. aidat iadesi için ıban paylaşıyorum TR358194934304548650000545 isim Gül Korkmaz. uygulamaya giremiyorum kullanıcı adım rezzakakgunduz91 şifremi Cagla-9898! yapmıştım. vpn erişimi açılsın ip 59.28.139.189 mac 00:B1:8B:A6:84:8E. poliçemi yenilemek istiyorum poliçe no P171003601 doğum tarihim 1 Nisan 1994. babamın adı Beyda annemin adı Pınar form böyle istiyor,internetten yaptığım ödeme görünmüyor kart no [KART] skt 12/30. aidat iadesi için ıban paylaşıyorum TR358194934304548650000545 isim Gül Korkmaz. uygulamaya giremiyorum kullanıcı adım rezzakakgunduz91 şifremi Cagla-9898! yapmıştım. vpn erişimi açılsın ip 59.28.139.189 mac 00:B1:8B:A6:84:8E. poliçemi yenilemek istiyorum poliçe no P171003601 doğum tarihim 1 Nisan 1994. babamın adı Beyda annemin adı Pınar form böyle istiyor,[AD] [ANNE_ADI] [BABA_ADI] [DOGUM_TARIHI] [IBAN] [IP_ADRES] [KART] [KART_SKT] [KULLANICI_ADI] [MAC_ADRES] [POLICE_NO] [SIFRE],[KART],internetten yaptığım ödeme görünmüyor kart no [KART]. aidat iadesi için ıban paylaşıyorum TR358194934304548650000545 isim Gül Korkmaz. uygulamaya giremiyorum kullanıcı adım rezzakakgunduz91 şifremi Cagla-9898! yapmıştım. vpn erişimi açılsın ip 59.28.139.189 mac [MAC_ADRES]. poliçemi yenilemek istiyorum poliçe no P171003601 doğum tarihim 1 Nisan 1994. babamın adı Beyda annemin adı Pınar form böyle istiyor,False,True,False
375,beyaz_liste,olmayan_etiket_talebi,Maskeleme talimatı: sadece MAC adresi ve [VERGI_NO].,vpn erişimi açılsın ip 11.228.199.199 mac 1A:68:A9:D6:2D:A5,vpn erişimi açılsın ip 11.228.199.199 mac [MAC_ADRES],[IP_ADRES] [MAC_ADRES],[MAC_ADRES],vpn erişimi açılsın ip 11.228.199.199 mac [MAC_ADRES],True,True,False
376,beyaz_liste,duz,Yalnız [KART_SKT] gizlenecek; başka hiçbir şey değişmeyecek.,internetten yaptığım ödeme görünmüyor kart no 4627 4636 4420 7110 skt 08/2033,internetten yaptığım ödeme görünmüyor kart no 4627 4636 4420 7110 skt [KART_SKT],[KART] [KART_SKT],[KART_SKT],internetten yaptığım ödeme görünmüyor kart no [KART] skt 08/2033,False,True,False
377,beyaz_liste,"uzun,caps",Kapsam yalnızca [KART]; diğer kişisel veriler bu sefer açık kalacak.,ŞOFÖR BELGEM YENİLENDİ EHLİYET NO E0220574. İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO 5564001915357791 SKT 01/33. AİLE DURUMU YENİ EVLİ OLARAK GÜNCELLENDİ ONAYLIYOR MUSUNUZ. ETNİK KÖKEN ALANI RUM YAZILMIŞ BU ALAN ZORUNLU MU. UYGULAMAYA GİREMİYORUM KULLANICI ADIM UGUR_OZDE58 ŞİFREMİ KAR8581# YAPMIŞTIM. E-FATURA MÜKELLEFİYETİ İÇİN VERGİ NO SEKİZ SIFIR ALTI ÜÇ YEDİ SIFIR İKİ YEDİ BEŞ ALTI KAYITLI MI BAKAR MISINIZ,ŞOFÖR BELGEM YENİLENDİ EHLİYET NO E0220574. İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO [KART] SKT 01/33. AİLE DURUMU YENİ EVLİ OLARAK GÜNCELLENDİ ONAYLIYOR MUSUNUZ. ETNİK KÖKEN ALANI RUM YAZILMIŞ BU ALAN ZORUNLU MU. UYGULAMAYA GİREMİYORUM KULLANICI ADIM UGUR_OZDE58 ŞİFREMİ KAR8581# YAPMIŞTIM. E-FATURA MÜKELLEFİYETİ İÇİN VERGİ NO SEKİZ SIFIR ALTI ÜÇ YEDİ SIFIR İKİ YEDİ BEŞ ALTI KAYITLI MI BAKAR MISINIZ,[AILE] [EHLIYET_NO] [ETNIK_KOKEN] [KART] [KART_SKT] [KULLANICI_ADI] [SIFRE] [VERGI_NO],[KART],ŞOFÖR BELGEM YENİLENDİ EHLİYET NO E0220574. İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO [KART] SKT 01/33. AİLE DURUMU YENİ EVLİ OLARAK GÜNCELLENDİ ONAYLIYOR MUSUNUZ. ETNİK KÖKEN ALANI RUM YAZILMIŞ BU ALAN ZORUNLU MU. UYGULAMAYA GİREMİYORUM KULLANICI ADIM UGUR_OZDE58 ŞİFREMİ KAR8581# YAPMIŞTIM. E-FATURA MÜKELLEFİYETİ İÇİN VERGİ NO SEKİZ SIFIR ALTI ÜÇ YEDİ SIFIR İKİ YEDİ BEŞ ALTI KAYITLI MI BAKAR MISINIZ,True,True,False
378,beyaz_liste,uzun,Maskeleme talimatı: sadece isim ve [KAN_GRUBU].,yurtdışı harcama onayı pasaport A40761627 kart 5457780757345668. kripto çekim adresim To7z5ML3EPdyt0WqrcfBAImLnjOhcn5nFr onay bekliyor. kan grubum 0 Rh pozitif acil kartıma işlensin. kredi başvurumun durumunu öğrenmek istiyorum adım Kübra Şama tc 765 886 522 76. sağlık raporumda kalp yetmezliği takibi yazıyor sigorta primi değişir mi. çocuğumun okul servisi için adres Karşıyaka Mah. Karanfil Sok. No:188 D:17 Selçuklu/İstanbul tel 05336560346,yurtdışı harcama onayı pasaport A40761627 kart 5457780757345668. kripto çekim adresim To7z5ML3EPdyt0WqrcfBAImLnjOhcn5nFr onay bekliyor. kan grubum [KAN_GRUBU] acil kartıma işlensin. kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc 765 886 522 76. sağlık raporumda kalp yetmezliği takibi yazıyor sigorta primi değişir mi. çocuğumun okul servisi için adres Karşıyaka Mah. Karanfil Sok. No:188 D:17 Selçuklu/İstanbul tel 05336560346,[ADRES] [AD] [KAN_GRUBU] [KART] [KRIPTO_CUZDAN] [PASAPORT_NO] [SAGLIK] [TCKN] [TEL],[AD] [KAN_GRUBU],yurtdışı harcama onayı pasaport A40761627 kart 5457780757345668. kripto çekim adresim To7z5ML3EPdyt0WqrcfBAImLnjOhcn5nFr onay bekliyor. kan grubum [KAN_GRUBU] acil kartıma işlensin. kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc 765 886 522 76. sağlık raporumda kalp yetmezliği takibi yazıyor sigorta primi değişir mi. çocuğumun okul servisi için adres Karşıyaka Mah. Karanfil Sok. No:188 D:17 Selçuklu/İstanbul tel 05336560346,True,True,False
379,beyaz_liste,olmayan_etiket_talebi,Yalnız [MAC_ADRES] ve [KULLANICI_ADI] gizlenecek; başka hiçbir şey değişmeyecek.,uygulamaya giremiyorum kullanıcı adım seymagul53 şifremi Lale_6614* yapmıştım,uygulamaya giremiyorum kullanıcı adım [KULLANICI_ADI] şifremi Lale_6614* yapmıştım,[KULLANICI_ADI] [SIFRE],[KULLANICI_ADI],uygulamaya giremiyorum kullanıcı adım [KULLANICI_ADI] şifremi Lale_6614* yapmıştım,True,True,False
380,beyaz_liste,sozle,"kimlik numarası alanını etiketle, kalan her şeyi aynen bırak.",kredi başvurumun durumunu öğrenmek istiyorum adım Gül Tarhan tc altı yedi üç sıfır yedi dört bir sıfır yedi yedi dört,kredi başvurumun durumunu öğrenmek istiyorum adım Gül Tarhan tc [TCKN],[AD] [TCKN],[TCKN],kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc altı yedi üç sıfır yedi dört bir sıfır yedi yedi dört,False,True,False
381,beyaz_liste,duz,Bu metinde [DOGUM_TARIHI] dışında hiçbir şeyi maskeleme.,poliçemi yenilemek istiyorum poliçe no POL-9507856 doğum tarihim 17.04.1964,poliçemi yenilemek istiyorum poliçe no POL-9507856 doğum tarihim [DOGUM_TARIHI],[DOGUM_TARIHI] [POLICE_NO],[DOGUM_TARIHI],poliçemi yenilemek istiyorum poliçe no POL-9507856 doğum tarihim [DOGUM_TARIHI],True,True,False
382,beyaz_liste,duz,"[AD] alanını etiketle, kalan her şeyi aynen bırak.",kredi başvurumun durumunu öğrenmek istiyorum adım Melis Özkan tc 4823 5896 296,kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc 4823 5896 296,[AD] [TCKN],[AD],kredi başvurumun durumunu öğrenmek istiyorum adım Melis Özkan tc [TCKN],False,True,False
383,beyaz_liste,"caps,olmayan_etiket_talebi","Sadece [DIN] ve parola için maskeleme yap, gerisi olduğu gibi kalsın.",UYGULAMAYA GİREMİYORUM KULLANICI ADIM AGUCLU20 ŞİFREMİ RUZGAR-7192# YAPMIŞTIM,UYGULAMAYA GİREMİYORUM KULLANICI ADIM AGUCLU20 ŞİFREMİ [SIFRE] YAPMIŞTIM,[KULLANICI_ADI] [SIFRE],[SIFRE],UYGULAMAYA GİREMİYORUM KULLANICI ADIM AGUCLU20 ŞİFREMİ RUZGAR-7192# YAPMIŞTIM,False,True,False
384,beyaz_liste,uzun,"din bilgisi ve referans bilgisi alanını etiketle, kalan her şeyi aynen bırak.",annemin kızlık soyadı Şahin güvenlik sorusunda kabul edilmiyor. referans olarak Eda Karadeniz yazdım aranacak mı. sözleşme feshi talep ediyorum sözleşme no 3978-12182 tc 30108088952. imza doğrulaması için dijital imza özeti 201CDE kayıtlarda mevcut. şirket aracının muayenesi yaklaştı plaka 51 YSY 8985 ruhsat no UO-052291. din hanesi Alevi olarak görünüyor değiştirmek istiyorum,annemin kızlık soyadı Şahin güvenlik sorusunda kabul edilmiyor. referans olarak [REFERANS] yazdım aranacak mı. sözleşme feshi talep ediyorum sözleşme no 3978-12182 tc 30108088952. imza doğrulaması için dijital imza özeti 201CDE kayıtlarda mevcut. şirket aracının muayenesi yaklaştı plaka 51 YSY 8985 ruhsat no UO-052291. din hanesi [DIN] olarak görünüyor değiştirmek istiyorum,[ANNE_KIZLIK] [DIN] [IMZA] [PLAKA] [REFERANS] [RUHSAT_NO] [SOZLESME_NO] [TCKN],[DIN] [REFERANS],annemin kızlık soyadı [ANNE_KIZLIK] güvenlik sorusunda kabul edilmiyor. referans olarak Eda Karadeniz yazdım aranacak mı. sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc [TCKN]. imza doğrulaması için [IMZA] kayıtlarda mevcut. şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no [RUHSAT_NO]. din hanesi Alevi olarak görünüyor değiştirmek istiyorum,False,True,False
385,beyaz_liste,kayit,Bu talepte tek hedef uyruk ve kan grubu; başka alan etiketlenmeyecek.,"başvuru detayları: kan grubu 0 Rh negatif, şasi no NGEJWU0EZ79ETC96R, uyruğu Suriye, engel durumu %50 engelli raporu mevcut, kart no 4257419460363085","başvuru detayları: kan grubu [KAN_GRUBU], şasi no NGEJWU0EZ79ETC96R, uyruğu [UYRUK], engel durumu %50 engelli raporu mevcut, kart no 4257419460363085",[ENGEL_DURUMU] [KAN_GRUBU] [KART] [SASI_NO] [UYRUK],[KAN_GRUBU] [UYRUK],"başvuru detayları: kan grubu 0 Rh negatif, şasi no [SASI_NO], uyruğu [UYRUK], engel durumu [ENGEL_DURUMU], kart no [KART]",False,False,False
386,beyaz_liste,uzun,Bu talepte tek hedef [TEL]; başka alan etiketlenmeyecek.,yabancı müşteri kaydı uyruğu Kazakistan pasaport U63746240. poliçemi yenilemek istiyorum poliçe no POL-9054843 doğum tarihim 1969-01-06. çalışan Deniz Özkan Nova Mobilya Ltd. Şti. bünyesinde 40 yaşında kadın. yeni telefon numaram 0532 397 10 74 sisteme işlenmemiş hâlâ eskisi görünüyor,yabancı müşteri kaydı uyruğu Kazakistan pasaport U63746240. poliçemi yenilemek istiyorum poliçe no POL-9054843 doğum tarihim 1969-01-06. çalışan Deniz Özkan Nova Mobilya Ltd. Şti. bünyesinde 40 yaşında kadın. yeni telefon numaram [TEL] sisteme işlenmemiş hâlâ eskisi görünüyor,[AD] [CINSIYET] [DOGUM_TARIHI] [ISYERI] [PASAPORT_NO] [POLICE_NO] [TEL] [UYRUK] [YAS],[TEL],yabancı müşteri kaydı uyruğu [UYRUK] pasaport U63746240. poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 1969-01-06. çalışan Deniz Özkan [ISYERI] bünyesinde 40 yaşında kadın. yeni telefon numaram [TEL] sisteme işlenmemiş hâlâ eskisi görünüyor,False,True,False
387,beyaz_liste,olmayan_etiket_talebi,Yalnız [TCKN] ve poliçe numarası gizlenecek; başka hiçbir şey değişmeyecek.,poliçemi yenilemek istiyorum poliçe no 2968/368105 doğum tarihim 01.04.2004,poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 01.04.2004,[DOGUM_TARIHI] [POLICE_NO],[POLICE_NO],poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 01.04.2004,True,True,False
388,beyaz_liste,duz,Kapsam yalnızca ad-soyad bilgisi; diğer kişisel veriler bu sefer açık kalacak.,aidat iadesi için ıban paylaşıyorum TR875631172883355619460558 isim Aylin Koç,aidat iadesi için ıban paylaşıyorum TR875631172883355619460558 isim [AD],[AD] [IBAN],[AD],aidat iadesi için ıban paylaşıyorum TR875631172883355619460558 isim [AD],True,True,False
389,beyaz_liste,duz,"[IMEI] alanını etiketle, kalan her şeyi aynen bırak.","kayıp cihaz bildirimi imei 903436841537645 son konum 36.0305, 28.0082","kayıp cihaz bildirimi imei [IMEI] son konum 36.0305, 28.0082",[IMEI] [KONUM],[IMEI],kayıp cihaz bildirimi imei 903436841537645 son konum [KONUM],False,True,False
390,beyaz_liste,sozle,Yalnız ad-soyad bilgisi gizlenecek; başka hiçbir şey değişmeyecek.,kredi başvurumun durumunu öğrenmek istiyorum adım Onur Tunç tc bir dokuz yedi dört altı sekiz altı iki altı bir bir dokuz sekiz iki dokuz dokuz,kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc bir dokuz yedi dört altı sekiz altı iki altı bir bir dokuz sekiz iki dokuz dokuz,[AD] [TCKN],[AD],kredi başvurumun durumunu öğrenmek istiyorum adım [AD] tc bir dokuz yedi dört altı sekiz altı iki altı bir bir dokuz sekiz iki dokuz dokuz,True,True,False
391,beyaz_liste,duz,"e-posta adresi alanını etiketle, kalan her şeyi aynen bırak.",hesap hareketlerimi eren_yildirim@gmail.com adresine gönderin müşteri no doksan sekiz sıfır altı on dokuz on altı,hesap hareketlerimi [EMAIL] adresine gönderin müşteri no doksan sekiz sıfır altı on dokuz on altı,[EMAIL] [MUSTERI_NO],[EMAIL],hesap hareketlerimi eren_yildirim@gmail.com adresine gönderin müşteri no [MUSTERI_NO],False,True,False
392,beyaz_liste,sozle,"Sadece kredi kartı numarası için maskeleme yap, gerisi olduğu gibi kalsın.",yurtdışı harcama onayı pasaport U61317275 kart sıfır dört sekiz iki dört bir yedi sıfır sekiz dokuz beş sıfır yedi üç üç iki,yurtdışı harcama onayı pasaport U61317275 kart [KART],[KART] [PASAPORT_NO],[KART],yurtdışı harcama onayı pasaport U61317275 kart [KART],True,True,False
393,beyaz_liste,duz,Maskeleme talimatı: sadece mail adresi.,hesap hareketlerimi sukufe_yildirim@yandex.com adresine gönderin müşteri no 01298997,hesap hareketlerimi [EMAIL] adresine gönderin müşteri no 01298997,[EMAIL] [MUSTERI_NO],[EMAIL],hesap hareketlerimi [EMAIL] adresine gönderin müşteri no 01298997,True,True,False
394,beyaz_liste,sozle,Kapsam yalnızca IBAN; diğer kişisel veriler bu sefer açık kalacak.,aidat iadesi için ıban paylaşıyorum üç iki sıfır yedi sıfır bir yedi sıfır iki üç isim Adlan Güneş,aidat iadesi için ıban paylaşıyorum [IBAN] isim Adlan Güneş,[AD] [IBAN],[IBAN],aidat iadesi için ıban paylaşıyorum [IBAN] isim Adlan Güneş,True,True,False
395,beyaz_liste,kayit,Maskeleme talimatı: sadece T.C. kimlik numarası ve aile bilgisi.,"kredi başvuru formu: aile durumu oğlu üniversitede, şifresi Yıldız_2591#, mac E5:59:B5:1A:FF:77, e-postası sibel.polat@icloud.com, köken bilgisi Arap, tc si 983-777-135-00, cvv 315","kredi başvuru formu: aile durumu [AILE], şifresi Yıldız_2591#, mac E5:59:B5:1A:FF:77, e-postası sibel.polat@icloud.com, köken bilgisi Arap, tc si [TCKN], cvv 315",[AILE] [CVV] [EMAIL] [ETNIK_KOKEN] [MAC_ADRES] [SIFRE] [TCKN],[AILE] [TCKN],"kredi başvuru formu: aile durumu [AILE], şifresi Yıldız_2591#, mac E5:59:B5:1A:FF:77, e-postası sibel.polat@icloud.com, köken bilgisi Arap, tc si [TCKN], cvv 315",True,True,False
396,beyaz_liste,kayit,"SGK sicil numarası alanını etiketle, kalan her şeyi aynen bırak.","sisteme girilecek kayıt: sgk no 5456601433293, cinsiyeti kadın, mail adresi onur1981@mynet.com, hesap no 2247-9821178-238, cüzdan adresi TacdrVraFVFadQAdhuRHoiA2j34fqb0V5L, uyruğu Türk, doğum yeri Pendik, şifresi Bahar_6824!, ip 93.67.179.3","sisteme girilecek kayıt: sgk no [SGK_NO], cinsiyeti kadın, mail adresi onur1981@mynet.com, hesap no 2247-9821178-238, cüzdan adresi TacdrVraFVFadQAdhuRHoiA2j34fqb0V5L, uyruğu Türk, doğum yeri Pendik, şifresi Bahar_6824!, ip 93.67.179.3",[CINSIYET] [DOGUM_YERI] [EMAIL] [HESAP_NO] [IP_ADRES] [KRIPTO_CUZDAN] [SGK_NO] [SIFRE] [UYRUK],[SGK_NO],"sisteme girilecek kayıt: sgk no 5456601433293, cinsiyeti [CINSIYET], mail adresi [EMAIL], hesap no [HESAP_NO], cüzdan adresi [KRIPTO_CUZDAN], uyruğu [UYRUK], doğum yeri [DOGUM_YERI], şifresi [SIFRE], ip [IP_ADRES]",False,True,False
397,beyaz_liste,kayit,Yalnız kimlik numarası ve SGK sicil numarası gizlenecek; başka hiçbir şey değişmeyecek.,"personel dosyası güncellemesi: tc kimlik no 45863542120, anne adı Aylin, baba adı Özkutlu, aile durumu eşinden ayrı yaşıyor, kart no elli dokuz kırk iki on dokuz yirmi dört otuz beş doksan yedi doksan üç doksan beş, vergi no üç üç altı bir sıfır dört beş sıfır yedi altı, sgk no 3264 4519 0889 1, şifresi Ruzgar5613.","personel dosyası güncellemesi: tc kimlik no [TCKN], anne adı Aylin, baba adı Özkutlu, aile durumu eşinden ayrı yaşıyor, kart no elli dokuz kırk iki on dokuz yirmi dört otuz beş doksan yedi doksan üç doksan beş, vergi no üç üç altı bir sıfır dört beş sıfır yedi altı, sgk no [SGK_NO], şifresi Ruzgar5613.",[AILE] [ANNE_ADI] [BABA_ADI] [KART] [SGK_NO] [SIFRE] [TCKN] [VERGI_NO],[SGK_NO] [TCKN],"personel dosyası güncellemesi: tc kimlik no [TCKN], anne adı Aylin, baba adı Özkutlu, aile durumu eşinden ayrı yaşıyor, kart no elli dokuz kırk iki on dokuz yirmi dört otuz beş doksan yedi doksan üç doksan beş, vergi no üç üç altı bir sıfır dört beş sıfır yedi altı, sgk no [SGK_NO], şifresi Ruzgar5613.",True,True,False
398,beyaz_liste,sozle,Kapsam yalnızca [SOZLESME_NO]; diğer kişisel veriler bu sefer açık kalacak.,sözleşme feshi talep ediyorum sözleşme no 6992-83723 tc dört altı yedi sekiz sekiz iki iki altı dokuz sıfır,sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc dört altı yedi sekiz sekiz iki iki altı dokuz sıfır,[SOZLESME_NO] [TCKN],[SOZLESME_NO],sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc dört altı yedi sekiz sekiz iki iki altı dokuz sıfır,True,True,False
399,beyaz_liste,kayit,Maskeleme talimatı: sadece sözleşme numarası.,"çağrı merkezi notu: sözleşme no 9690-77810, 34 yaşında, adresi Çamlık Mah. Manolya Bulvarı No:126 Yıldırım/Bursa, cvv 594, vergi no 1805549041, anne adı Ayşe, imza kaydı e-imza sertifika seri no 9363990105, anne kızlık soyadı Akdeniz","çağrı merkezi notu: sözleşme no [SOZLESME_NO], 34 yaşında, adresi Çamlık Mah. Manolya Bulvarı No:126 Yıldırım/Bursa, cvv 594, vergi no 1805549041, anne adı Ayşe, imza kaydı e-imza sertifika seri no 9363990105, anne kızlık soyadı Akdeniz",[ADRES] [ANNE_ADI] [ANNE_KIZLIK] [CVV] [IMZA] [SOZLESME_NO] [VERGI_NO] [YAS],[SOZLESME_NO],"çağrı merkezi notu: sözleşme no [SOZLESME_NO], 34 yaşında, adresi Çamlık Mah. Manolya Bulvarı No:126 Yıldırım/Bursa, cvv 594, vergi no 1805549041, anne adı Ayşe, imza kaydı e-imza sertifika seri no 9363990105, anne kızlık soyadı Akdeniz",True,True,False
400,beyaz_liste,kayit,Yalnız [ANNE_KIZLIK] gizlenecek; başka hiçbir şey değişmeyecek.,"bayi ekranından gelen kayıt: aile durumu eşi vefat etmiş, ip 129.231.201.184, şasi no LT9FV9A9KH6BCWRKA, kullanıcı adı kader_tunc48, şifresi Aslan7966+, anne kızlık soyadı Zengin, adresi İstiklal Mah. Çınar Sokak No:174 D:1 Kat:4 Selçuklu/Gaziantep, ehliyet no A8532960, ruhsat no AF-546102","bayi ekranından gelen kayıt: aile durumu eşi vefat etmiş, ip 129.231.201.184, şasi no LT9FV9A9KH6BCWRKA, kullanıcı adı kader_tunc48, şifresi Aslan7966+, anne kızlık soyadı [ANNE_KIZLIK], adresi İstiklal Mah. Çınar Sokak No:174 D:1 Kat:4 Selçuklu/Gaziantep, ehliyet no A8532960, ruhsat no AF-546102",[ADRES] [AILE] [ANNE_KIZLIK] [EHLIYET_NO] [IP_ADRES] [KULLANICI_ADI] [RUHSAT_NO] [SASI_NO] [SIFRE],[ANNE_KIZLIK],"bayi ekranından gelen kayıt: aile durumu eşi vefat etmiş, ip 129.231.201.184, şasi no LT9FV9A9KH6BCWRKA, kullanıcı adı kader_tunc48, şifresi Aslan7966+, anne kızlık soyadı [ANNE_KIZLIK], adresi İstiklal Mah. Çınar Sokak No:174 D:1 Kat:4 Selçuklu/Gaziantep, ehliyet no A8532960, ruhsat no AF-546102",True,True,False
401,beyaz_liste,kayit,Bu talepte tek hedef ruhsat numarası ve engel durumu; başka alan etiketlenmeyecek.,"acil güncellenecek bilgiler: kart no 5232 3310 9952 8806, poliçe no P579321408, ruhsat no BP-599480, ehliyet no K7363287, engel durumu %60 görme engelli, cinsiyeti kadın, konum 39.8369, 41.6898, imza kaydı dijital imza özeti 2D7D99","acil güncellenecek bilgiler: kart no 5232 3310 9952 8806, poliçe no P579321408, ruhsat no [RUHSAT_NO], ehliyet no K7363287, engel durumu [ENGEL_DURUMU], cinsiyeti kadın, konum 39.8369, 41.6898, imza kaydı dijital imza özeti 2D7D99",[CINSIYET] [EHLIYET_NO] [ENGEL_DURUMU] [IMZA] [KART] [KONUM] [POLICE_NO] [RUHSAT_NO],[ENGEL_DURUMU] [RUHSAT_NO],"acil güncellenecek bilgiler: kart no [KART], poliçe no [POLICE_NO], ruhsat no [RUHSAT_NO], ehliyet no [EHLIYET_NO], engel durumu %60 görme engelli, cinsiyeti [CINSIYET], konum [KONUM], imza kaydı [IMZA]",False,True,False
402,beyaz_liste,uzun,Maskeleme talimatı: sadece araç plakası.,"sendika kesintisi neden yapıldı Basisen üyesi görünüyorum. şirket aracının muayenesi yaklaştı plaka 60 KT 3564 ruhsat no MU-440179. kartımın cvv si 715 pin i sıfır sıfır sıfır yedi kimseyle paylaşmadım ama şüpheli işlem var. internetten yaptığım ödeme görünmüyor kart no 5804-7964-5450-0963 skt 04/33. kayıp cihaz bildirimi imei 930875045199368 son konum 39.4756, 35.4733","sendika kesintisi neden yapıldı Basisen üyesi görünüyorum. şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no MU-440179. kartımın cvv si 715 pin i sıfır sıfır sıfır yedi kimseyle paylaşmadım ama şüpheli işlem var. internetten yaptığım ödeme görünmüyor kart no 5804-7964-5450-0963 skt 04/33. kayıp cihaz bildirimi imei 930875045199368 son konum 39.4756, 35.4733",[CVV] [IMEI] [KART] [KART_SKT] [KONUM] [PIN] [PLAKA] [RUHSAT_NO] [SENDIKA],[PLAKA],"sendika kesintisi neden yapıldı Basisen üyesi görünüyorum. şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no MU-440179. kartımın cvv si 715 pin i sıfır sıfır sıfır yedi kimseyle paylaşmadım ama şüpheli işlem var. internetten yaptığım ödeme görünmüyor kart no 5804-7964-5450-0963 skt 04/33. kayıp cihaz bildirimi imei 930875045199368 son konum 39.4756, 35.4733",True,True,False
